# SCM estimates of absolute mRNA and protein levels, scaled to (average) molecules per haploid cell, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YBR126C	TPS1	11.9405	14471.500	0.258	0.226	12	8
YBR127C	VMA2	31.4971	58328.737	0.261	0.221	12	10
YBR128C	ATG14	0.8113	67.395	0.268	0.382	8	0
YBR129C	OPY1	3.5205	1083.731	0.243	0.308	11	3
YBR130C	SHE3	3.7172	2004.856	0.262	0.243	10	6
YBR131W	CCZ1	1.3790	476.691	0.253	0.311	10	3
YBR132C	AGP2	1.6706	900.847	0.247	0.257	12	3
YBR133C	HSL7	3.6425	967.679	0.271	0.304	12	3
YBR135W	CKS1	4.0633	1776.633	0.252	0.289	10	4
YBR136W	MEC1	0.9669	127.151	0.273	0.393	10	3
YBR137W		3.4532	892.597	0.248	0.264	11	3
YBR138C		0.9279	126.965	0.299	0.314	8	1
YBR139W		4.3314	1404.895	0.260	0.254	12	5
YBR140C	IRA1	2.4303	697.725	0.271	0.259	11	5
YBR141C	BMT2	1.8478	351.205	0.263	0.326	10	2
YBR142W	MAK5	5.1811	2584.822	0.236	0.223	11	7
YBR143C	SUP45	31.0356	40713.596	0.279	0.215	12	9
YBR145W	ADH5	4.2118	1480.899	0.286	0.279	12	8
YBR146W	MRPS9	5.6278	1275.539	0.291	0.398	12	3
YBR147W	RTC2	1.1518	121.967	0.295	0.403	9	0
YBR148W	YSW1	0.6520	51.913	0.314	0.437	8	0
YBR149W	ARA1	11.0860	5980.689	0.235	0.244	11	8
YBR150C	TBS1	1.9169	349.789	0.219	0.285	10	2
YBR151W	APD1	8.3177	3389.977	0.252	0.224	12	7
YBR152W	SPP381	1.3121	865.532	0.277	0.229	7	4
YBR153W	RIB7	2.8211	422.766	0.211	0.396	11	1
YBR154C	RPB5	10.7985	3174.110	0.264	0.369	12	5
YBR155W	CNS1	3.6788	2393.087	0.278	0.231	9	5
YBR156C	SLI15	1.2954	195.407	0.268	0.272	9	2
YBR157C	ICS2	1.6288	182.175	0.246	0.399	10	0
YBR158W	AMN1	8.5335	1861.739	0.258	0.313	12	2
YBR159W	IFA38	11.9645	12830.214	0.244	0.232	11	5
YBR160W	CDC28	6.3530	6151.024	0.255	0.275	12	6
YBR161W	CSH1	1.4369	188.464	0.267	0.359	9	2
YBR162C	TOS1	27.6773	14042.637	0.254	0.218	12	6
YBR162W-A	YSY6	7.6250	1912.981	0.261	0.245	10	3
YBR163W	EXO5	2.3864	547.223	0.258	0.271	12	2
YBR164C	ARL1	7.0965	5712.968	0.276	0.223	12	5
YBR165W	UBS1	2.7158	330.031	0.282	0.400	12	0
YBR166C	TYR1	4.5350	2472.211	0.252	0.243	12	5
YBR167C	POP7	2.3264	432.148	0.273	0.351	11	2
YBR168W	PEX32	1.1860	116.428	0.293	0.435	10	0
YBR169C	SSE2	3.4432	2736.408	0.250	0.253	11	9
YBR170C	NPL4	3.3693	1994.948	0.280	0.226	11	5
YBR171W	SEC66	8.7482	8265.915	0.273	0.263	12	6
YBR172C	SMY2	4.8680	2322.377	0.235	0.220	11	7
YBR173C	UMP1	8.4352	2074.990	0.245	0.273	12	2
YBR175W	SWD3	2.8386	468.625	0.252	0.360	12	2
YBR176W	ECM31	2.0203	644.568	0.268	0.312	9	3
YBR177C	EHT1	7.5008	3936.820	0.245	0.204	11	8
YBR179C	FZO1	1.9333	836.866	0.244	0.238	10	5
YBR180W	DTR1	0.4376	33.587	0.312	0.423	9	0
YBR181C	RPS6B	31.7090	13988.601	0.247	0.243	10	4
YBR182C	SMP1	0.5990	52.140	0.349	0.455	7	0
YBR182C-A		0.1094	3.673	0.375	0.534	3	0
YBR183W	YPC1	2.2602	360.323	0.278	0.357	12	2
YBR184W		0.4313	33.986	0.350	0.445	5	1
YBR185C	MBA1	4.1036	1834.103	0.274	0.213	12	4
YBR186W	PCH2	0.4315	34.584	0.306	0.410	7	0
YBR187W	GDT1	10.0142	3137.751	0.226	0.244	12	4
YBR188C	NTC20	3.5025	996.711	0.258	0.209	12	4
YBR189W	RPS9B	56.7753	100031.833	0.215	0.247	12	7
YBR191W	RPL21A	100.2674	103330.482	0.237	0.262	12	7
YBR192W	RIM2	3.0917	550.927	0.220	0.321	11	2
YBR193C	MED8	2.1242	831.336	0.238	0.214	8	6
YBR194W	AIM4	2.3945	457.202	0.254	0.338	10	2
YBR195C	MSI1	2.0722	336.324	0.289	0.317	10	4
YBR196C	PGI1	61.5499	187809.859	0.208	0.206	12	10
YBR196C-A		0.2306	12.052	0.354	0.489	4	0
YBR196C-B		0.2639	14.705	0.317	0.437	4	0
YBR197C		1.9243	510.229	0.271	0.314	10	3
YBR198C	TAF5	4.2251	2524.077	0.295	0.311	9	5
YBR199W	KTR4	6.1536	2594.024	0.239	0.242	10	5
YBR200W	BEM1	3.3929	2155.387	0.261	0.184	8	5
YBR200W-A		0.0885	3.992	0.397	0.520	3	0
YBR201C-A		0.3307	22.481	0.398	0.500	4	0
YBR201W	DER1	2.2614	358.366	0.247	0.290	9	3
YBR202W	MCM7	3.2416	1221.087	0.240	0.256	10	5
YBR203W	COS111	0.9079	92.673	0.302	0.397	9	0
YBR204C	LDH1	1.8426	313.398	0.295	0.384	10	2
YBR205W	KTR3	5.4315	1476.820	0.277	0.222	10	7
YBR207W	FTH1	5.1867	2414.527	0.236	0.255	11	4
YBR208C	DUR1,2	3.3153	1412.569	0.284	0.226	10	7
YBR210W	ERV15	3.2609	435.973	0.270	0.368	11	0
YBR211C	AME1	2.5772	888.183	0.276	0.240	9	3
YBR212W	NGR1	4.5390	2037.254	0.260	0.213	12	6
YBR213W	MET8	1.5461	261.786	0.266	0.367	11	2
YBR214W	SDS24	5.6008	2695.036	0.251	0.249	11	9
YBR215W	HPC2	1.9589	366.673	0.241	0.329	10	3
YBR216C	YBP1	2.9580	1389.423	0.291	0.253	11	5
YBR217W	ATG12	1.5946	159.409	0.301	0.405	10	0
YBR218C	PYC2	9.3021	14379.959	0.294	0.247	10	7
YBR219C		1.8419	195.886	0.304	0.384	8	0
YBR220C		1.9047	285.648	0.247	0.384	9	1
YBR221C	PDB1	22.1826	18613.736	0.273	0.234	12	9
YBR221W-A		0.1213	6.534	0.359	0.500	3	0
YBR222C	PCS60	5.2632	4577.899	0.270	0.211	9	7
YBR223C	TDP1	1.3351	410.938	0.238	0.338	9	2
YBR225W		1.7286	399.856	0.243	0.302	9	3
YBR227C	MCX1	2.1995	1479.792	0.229	0.230	7	6
YBR228W	SLX1	0.8139	69.302	0.299	0.425	10	0
YBR229C	ROT2	3.2449	621.011	0.259	0.322	11	3
YBR230C	OM14	5.9082	2478.410	0.269	0.264	10	5
YBR230W-A		0.4696	34.204	0.344	0.445	4	0
YBR231C	SWC5	2.2147	645.005	0.217	0.287	11	3
YBR233W	PBP2	2.2481	641.028	0.284	0.284	10	3
YBR233W-A	DAD3	1.7605	897.155	0.244	0.257	5	5
YBR234C	ARC40	5.9372	1375.540	0.286	0.347	11	5
YBR235W	VHC1	2.3198	364.272	0.257	0.363	11	2
YBR236C	ABD1	3.3947	1195.633	0.262	0.257	11	4
YBR237W	PRP5	1.8368	602.206	0.264	0.240	10	4
YBR238C		3.0070	1039.597	0.248	0.303	10	5
YBR239C	ERT1	1.4978	164.629	0.248	0.297	11	2
YBR240C	THI2	0.3977	29.401	0.340	0.481	5	0
YBR241C		2.2345	803.335	0.268	0.245	11	2
YBR242W		4.3301	1575.325	0.237	0.234	11	5
YBR243C	ALG7	3.4418	651.168	0.265	0.367	11	2
YBR244W	GPX2	9.5354	6149.221	0.273	0.229	11	6
YBR245C	ISW1	3.8774	2565.852	0.250	0.216	11	8
YBR246W	RRT2	4.6857	1428.633	0.265	0.309	11	5
YBR247C	ENP1	5.3506	6197.716	0.257	0.266	11	6
YBR248C	HIS7	6.6072	8221.220	0.255	0.198	11	9
YBR249C	ARO4	27.4955	31827.252	0.236	0.219	12	8
YBR250W	SPO23	0.5444	51.448	0.306	0.405	8	1
YBR251W	MRPS5	3.2307	1741.774	0.220	0.203	10	4
YBR252W	DUT1	8.0845	4053.566	0.198	0.215	11	6
YBR253W	SRB6	3.4794	1400.178	0.249	0.215	10	4
YBR254C	TRS20	3.4985	940.069	0.267	0.214	11	3
YBR255C-A		0.9728	128.382	0.277	0.375	5	2
YBR255W	MTC4	1.7079	321.310	0.257	0.263	9	2
YBR256C	RIB5	7.6856	3745.910	0.249	0.313	12	5
YBR257W	POP4	1.8889	274.185	0.262	0.391	9	1
YBR258C	SHG1	2.1418	615.042	0.282	0.319	10	3
YBR259W		1.2179	123.134	0.302	0.399	9	0
YBR260C	RGD1	2.9428	1602.761	0.225	0.223	10	6
YBR261C	TAE1	5.4153	2309.889	0.266	0.243	11	5
YBR262C	MIC12	4.2865	2020.199	0.246	0.234	10	4
YBR263W	SHM1	9.6329	7137.458	0.276	0.247	10	9
YBR264C	YPT10	2.6091	827.779	0.294	0.307	9	3
YBR265W	TSC10	4.8307	2478.538	0.240	0.233	11	5
YBR267W	REI1	5.5352	3271.506	0.269	0.262	11	5
YBR268W	MRPL37	5.1734	1766.165	0.242	0.218	12	4
YBR269C	SDH8	3.1901	811.091	0.277	0.272	11	3
YBR270C	BIT2	1.0126	95.823	0.285	0.375	10	0
YBR271W	EFM2	1.9263	312.562	0.225	0.311	10	3
YBR272C	HSM3	1.9082	657.728	0.267	0.230	9	4
YBR273C	UBX7	3.7742	1341.106	0.263	0.275	11	5
YBR274W	CHK1	2.1997	722.188	0.231	0.285	10	3
YBR275C	RIF1	1.4872	283.148	0.272	0.329	10	3
YBR276C	PPS1	3.3632	538.409	0.295	0.421	10	1
YBR278W	DPB3	2.7853	583.022	0.277	0.326	11	3
YBR279W	PAF1	5.5404	3012.162	0.254	0.202	11	6
YBR280C	SAF1	1.7893	316.617	0.281	0.368	11	3
YBR281C	DUG2	3.3314	1228.735	0.281	0.317	11	5
YBR282W	MRPL27	4.8387	1862.777	0.284	0.246	12	5
YBR283C	SSH1	14.0865	8822.310	0.246	0.225	11	5
YBR284W		0.5603	49.938	0.300	0.452	7	0
YBR285W		0.9121	89.738	0.286	0.412	8	0
YBR286W	APE3	25.0779	10494.519	0.270	0.278	12	8
YBR287W		6.1798	3373.690	0.232	0.224	12	4
YBR288C	APM3	4.0148	1640.648	0.243	0.228	11	6
YBR289W	SNF5	2.0821	408.444	0.196	0.248	10	6
YBR290W	BSD2	3.9020	1565.440	0.223	0.205	11	2
YBR291C	CTP1	3.3226	679.950	0.259	0.310	12	3
YBR293W	VBA2	2.0293	251.976	0.254	0.399	11	1
YBR294W	SUL1	0.5199	43.000	0.320	0.438	7	0
YBR295W	PCA1	1.2718	141.745	0.299	0.387	10	1
YBR296C	PHO89	2.1375	328.795	0.275	0.346	10	2
YBR296C-A		0.1564	7.287	0.413	0.502	3	0
YBR297W	MAL33	0.9555	97.950	0.273	0.388	9	0
YBR298C	MAL31	0.8764	85.829	0.269	0.422	9	0
YBR298C-A		0.0652	1.866	0.335	0.445	1	0
YBR299W	MAL32	0.6318	238.433	0.276	0.313	7	1
YBR301W	PAU24	0.6695	57.863	0.315	0.459	8	0
YBR302C	COS2	1.1053	105.765	0.338	0.433	5	0
YCL001W	RER1	3.8654	2384.278	0.273	0.226	8	6
YCL001W-A		0.2777	13.459	0.379	0.447	6	0
YCL001W-B		0.1373	6.760	0.368	0.507	3	0
YCL002C		2.7667	338.695	0.249	0.358	11	0
YCL004W	PGS1	0.8072	79.699	0.319	0.357	7	0
YCL005W	LDB16	2.5982	290.206	0.279	0.314	10	1
YCL005W-A	VMA9	1.1722	158.991	0.274	0.357	3	1
YCL008C	STP22	2.8251	655.691	0.232	0.281	12	4
YCL009C	ILV6	18.2725	16265.031	0.274	0.210	12	10
YCL010C	SGF29	2.3622	1109.033	0.285	0.200	10	4
YCL011C	GBP2	11.5218	3093.867	0.236	0.215	12	8
YCL012C		0.6133	96.481	0.343	0.461	4	3
YCL014W	BUD3	1.1737	204.594	0.281	0.391	10	3
YCL016C	DCC1	1.8336	590.997	0.243	0.302	12	3
YCL017C	NFS1	6.6322	3781.476	0.223	0.236	12	9
YCL018W	LEU2	3.5189	616.814	0.307	0.369	9	3
YCL019W		1.9570	269.340	0.284	0.362	6	2
YCL020W		1.0192	90.284	0.269	0.343	6	0
YCL021W-A		1.1794	126.764	0.311	0.402	6	0
YCL024W	KCC4	1.5964	361.195	0.282	0.298	10	3
YCL025C	AGP1	6.0510	6134.826	0.275	0.245	12	4
YCL026C-A	FRM2	0.5765	44.532	0.316	0.418	7	0
YCL026C-B	HBN1	0.5694	110.421	0.316	0.369	4	3
YCL027W	FUS1	2.0282	239.063	0.290	0.385	10	0
YCL028W	RNQ1	9.3992	4512.868	0.251	0.241	12	8
YCL029C	BIK1	2.2232	481.932	0.252	0.310	11	4
YCL030C	HIS4	12.5682	14437.399	0.214	0.220	11	10
YCL031C	RRP7	8.2291	4491.360	0.253	0.215	10	5
YCL032W	STE50	2.5586	882.064	0.238	0.278	11	4
YCL033C	MXR2	3.2234	843.469	0.275	0.291	9	4
YCL034W	LSB5	3.9640	775.889	0.269	0.311	10	3
YCL035C	GRX1	14.5821	9338.666	0.251	0.245	12	8
YCL036W	GFD2	2.0633	317.740	0.254	0.376	11	2
YCL037C	SRO9	8.9945	18151.067	0.248	0.247	12	8
YCL038C	ATG22	1.7684	214.729	0.303	0.436	10	1
YCL039W	GID7	2.2860	628.621	0.251	0.241	10	3
YCL040W	GLK1	11.8293	9323.833	0.248	0.238	11	10
YCL042W		2.3429	611.812	0.293	0.347	8	2
YCL043C	PDI1	29.3803	20095.763	0.247	0.263	12	9
YCL044C	MGR1	3.0400	1104.706	0.236	0.356	11	3
YCL045C	EMC1	6.4727	5637.130	0.257	0.199	10	6
YCL047C	POF1	2.4863	661.345	0.264	0.305	11	4
YCL048W	SPS22	0.5498	50.332	0.282	0.367	9	0
YCL048W-A		0.1115	4.280	0.386	0.489	2	0
YCL049C		2.5523	434.539	0.277	0.315	11	1
YCL050C	APA1	18.6048	23443.626	0.234	0.223	12	10
YCL051W	LRE1	1.3959	209.863	0.242	0.393	10	2
YCL052C	PBN1	4.1016	1740.649	0.224	0.243	10	4
YCL054W	SPB1	3.7047	1056.232	0.273	0.332	9	5
YCL055W	KAR4	3.3819	1447.675	0.273	0.233	10	4
YCL056C	PEX34	2.3059	254.833	0.324	0.332	9	0
YCL057C-A	MIC10	1.1019	201.094	0.305	0.404	3	2
YCL057W	PRD1	7.2825	6551.648	0.250	0.203	10	9
YCL058C	FYV5	1.4100	154.739	0.275	0.404	9	0
YCL058W-A	ADF1	0.4394	40.479	0.326	0.414	3	1
YCL059C	KRR1	8.1473	5896.702	0.230	0.255	11	7
YCL061C	MRC1	1.7426	494.076	0.262	0.284	10	3
YCL063W	VAC17	1.9094	213.321	0.278	0.372	11	0
YCL064C	CHA1	14.9029	15996.759	0.253	0.227	12	5
YCL066W	HMLALPHA1	0.6231	50.630	0.298	0.460	5	0
YCL067C	HMLALPHA2	1.3374	224.493	0.286	0.353	7	2
YCL068C		0.3234	23.633	0.269	0.402	6	0
YCL069W	VBA3	0.1229	6.070	0.302	0.537	4	1
YCL073C	GEX1	0.6418	57.568	0.316	0.436	9	0
YCR002C	CDC10	8.4780	8711.200	0.244	0.233	12	7
YCR003W	MRPL32	4.6510	1904.676	0.230	0.251	11	3
YCR004C	YCP4	13.5402	11932.447	0.273	0.232	11	7
YCR005C	CIT2	8.5255	4486.232	0.246	0.270	12	6
YCR007C		0.7224	66.339	0.276	0.394	10	0
YCR008W	SAT4	4.0009	920.815	0.230	0.278	12	3
YCR009C	RVS161	12.0427	11235.073	0.247	0.228	12	7
YCR010C	ADY2	0.5925	71.731	0.290	0.381	8	1
YCR011C	ADP1	5.2829	2043.026	0.211	0.241	12	7
YCR012W	PGK1	180.3991	702621.024	0.241	0.227	11	10
YCR014C	POL4	1.4456	148.324	0.266	0.417	11	0
YCR015C		2.0158	512.354	0.291	0.408	11	2
YCR016W		4.3675	2291.046	0.257	0.207	10	5
YCR017C	CWH43	6.1221	1527.796	0.248	0.268	12	6
YCR018C	SRD1	2.0608	557.258	0.272	0.312	8	1
YCR019W	MAK32	1.3231	214.778	0.275	0.388	8	2
YCR020C	PET18	1.1137	147.623	0.302	0.341	9	1
YCR020C-A	MAK31	3.3972	1019.071	0.285	0.278	10	2
YCR020W-B	HTL1	2.9580	2308.779	0.237	0.234	9	4
YCR021C	HSP30	3.3800	1775.027	0.244	0.219	12	4
YCR023C		2.2784	259.969	0.261	0.371	13	0
YCR024C	SLM5	1.6675	407.816	0.278	0.336	10	3
YCR024C-A	PMP1	27.2386	49804.692	0.269	0.243	9	2
YCR024C-B		1.8366	215.684	0.290	0.407	4	0
YCR026C	NPP1	3.0197	1004.831	0.225	0.307	11	3
YCR027C	RHB1	1.7426	918.386	0.264	0.237	9	4
YCR028C	FEN2	2.0086	863.974	0.263	0.263	10	1
YCR028C-A	RIM1	6.3292	5496.040	0.292	0.215	7	7
YCR030C	SYP1	3.7375	2745.706	0.263	0.227	11	5
YCR031C	RPS14A	69.1719	34017.730	0.273	0.294	11	4
YCR032W	BPH1	1.1262	131.823	0.291	0.401	8	2
YCR033W	SNT1	3.4036	645.589	0.272	0.286	11	3
YCR034W	ELO2	13.4617	11754.688	0.257	0.231	11	7
YCR035C	RRP43	5.9676	3236.873	0.242	0.240	11	5
YCR036W	RBK1	5.2656	2573.964	0.245	0.208	12	6
YCR037C	PHO87	3.3695	750.383	0.242	0.293	12	4
YCR038C	BUD5	1.0691	305.176	0.281	0.332	9	1
YCR039C	MATALPHA2	1.2788	117.039	0.329	0.432	7	0
YCR040W	MATALPHA1	0.3206	20.582	0.357	0.463	4	0
YCR042C	TAF2	2.5794	745.359	0.266	0.292	8	3
YCR043C		6.4887	3479.239	0.259	0.242	12	4
YCR044C	PER1	4.2694	1848.004	0.242	0.235	11	3
YCR045C	RRT12	0.9059	82.156	0.301	0.391	7	0
YCR046C	IMG1	5.1304	2627.246	0.217	0.216	11	4
YCR047C	BUD23	3.9715	2197.250	0.292	0.220	11	5
YCR048W	ARE1	3.0137	608.369	0.271	0.348	10	5
YCR050C		0.8058	78.767	0.284	0.415	6	0
YCR051W		5.5021	2006.290	0.234	0.239	11	6
YCR052W	RSC6	5.3334	1907.213	0.252	0.332	12	8
YCR053W	THR4	29.2854	56477.223	0.239	0.251	12	10
YCR054C	CTR86	2.1913	1493.753	0.267	0.222	9	5
YCR057C	PWP2	5.5629	6564.904	0.269	0.191	12	6
YCR059C	YIH1	5.1789	2072.030	0.249	0.203	12	4
YCR060W	TAH1	4.3453	1508.863	0.256	0.222	12	5
YCR061W		2.2888	308.471	0.248	0.357	11	1
YCR063W	BUD31	1.7112	1264.945	0.274	0.253	9	4
YCR065W	HCM1	3.3202	727.776	0.258	0.248	10	4
YCR066W	RAD18	1.6187	239.094	0.300	0.360	11	3
YCR067C	SED4	4.5078	1232.114	0.252	0.262	12	3
YCR068W	ATG15	1.3454	465.475	0.264	0.314	10	2
YCR069W	CPR4	5.2378	1179.132	0.254	0.252	10	3
YCR071C	IMG2	3.8949	1878.399	0.213	0.222	10	4
YCR072C	RSA4	3.3403	858.957	0.289	0.346	10	4
YCR073C	SSK22	0.8972	79.531	0.277	0.354	7	1
YCR073W-A	SOL2	3.2112	1083.153	0.260	0.310	9	6
YCR075C	ERS1	1.6736	169.015	0.250	0.445	11	0
YCR075W-A		0.5518	50.173	0.355	0.470	3	0
YCR076C	FUB1	2.2885	315.884	0.285	0.308	11	1
YCR077C	PAT1	6.1523	2950.049	0.269	0.235	11	6
YCR079W	PTC6	2.1531	335.444	0.271	0.342	11	1
YCR081W	SRB8	1.4933	428.530	0.254	0.293	9	2
YCR082W	AHC2	5.4782	827.649	0.234	0.321	11	1
YCR083W	TRX3	3.4729	1203.433	0.289	0.323	10	5
YCR084C	TUP1	8.6183	4285.068	0.279	0.284	11	7
YCR086W	CSM1	2.0656	814.755	0.248	0.268	9	5
YCR087C-A		2.6143	1680.522	0.278	0.215	5	5
YCR088W	ABP1	7.9521	7117.853	0.269	0.274	11	9
YCR089W	FIG2	1.7463	182.502	0.266	0.432	10	0
YCR090C		5.9574	2502.200	0.214	0.233	11	5
YCR091W	KIN82	0.9940	120.109	0.286	0.377	9	2
YCR092C	MSH3	1.5107	443.951	0.271	0.311	8	5
YCR093W	CDC39	3.1717	3687.447	0.276	0.199	9	7
YCR094W	CDC50	2.8458	945.588	0.213	0.249	11	4
YCR095C	OCA4	3.2392	1343.117	0.254	0.234	11	4
YCR095W-A		0.1594	7.469	0.446	0.579	4	0
YCR096C	HMRA2	0.8387	80.927	0.297	0.368	7	0
YCR097W	HMRA1	1.5688	156.000	0.293	0.431	7	0
YCR098C	GIT1	0.5530	42.768	0.305	0.409	8	0
YCR099C		0.7665	71.183	0.283	0.420	8	0
YCR100C		0.9381	115.892	0.306	0.428	8	1
YCR101C		0.3606	23.639	0.284	0.418	6	0
YCR102C		1.3766	135.806	0.314	0.396	9	0
YCR104W	PAU3	0.9972	98.367	0.291	0.456	8	0
YCR105W	ADH7	1.3384	364.608	0.251	0.325	9	1
YCR106W	RDS1	0.7764	76.346	0.286	0.428	10	1
YCR107W	AAD3	0.8932	84.840	0.289	0.395	7	1
YCR108C		NA	NA	NA	NA	0	0
YDL001W	RMD1	2.5365	593.148	0.261	0.278	12	3
YDL002C	NHP10	3.6905	1731.623	0.250	0.252	11	5
YDL003W	MCD1	3.6859	1627.775	0.242	0.247	11	4
YDL004W	ATP16	10.5570	3245.406	0.288	0.336	13	6
YDL005C	MED2	5.1650	2284.780	0.246	0.225	12	5
YDL006W	PTC1	2.5392	848.408	0.266	0.290	12	3
YDL007C-A		0.0221	0.436	0.480	0.525	1	0
YDL007W	RPT2	11.1305	3583.339	0.261	0.345	13	6
YDL008W	APC11	3.9150	1207.655	0.249	0.224	11	4
YDL010W	GRX6	4.0523	1390.151	0.259	0.242	11	5
YDL012C		5.9387	1641.841	0.287	0.193	10	4
YDL013W	SLX5	1.9345	228.535	0.271	0.356	12	0
YDL014W	NOP1	25.4929	10306.689	0.261	0.374	13	6
YDL015C	TSC13	12.4775	13907.062	0.226	0.232	11	7
YDL017W	CDC7	1.5579	642.769	0.269	0.236	8	4
YDL018C	ERP3	4.7984	2859.302	0.257	0.263	10	4
YDL019C	OSH2	3.8027	1769.288	0.211	0.233	11	7
YDL020C	RPN4	4.2987	575.579	0.266	0.373	12	0
YDL021W	GPM2	1.3576	639.797	0.268	0.282	11	5
YDL022W	GPD1	16.0222	14242.493	0.297	0.255	12	8
YDL024C	DIA3	0.6208	48.571	0.274	0.427	10	0
YDL025C	RTK1	2.7912	1132.240	0.269	0.261	10	4
YDL027C		2.1496	417.633	0.268	0.326	10	2
YDL028C	MPS1	1.5565	190.760	0.278	0.357	11	1
YDL029W	ARP2	10.3206	5128.269	0.263	0.281	12	7
YDL030W	PRP9	1.6765	589.480	0.261	0.293	8	3
YDL031W	DBP10	4.2246	1068.850	0.285	0.324	10	4
YDL033C	SLM3	1.8491	456.303	0.296	0.309	11	1
YDL035C	GPR1	2.5405	444.108	0.265	0.366	10	3
YDL036C	PUS9	2.3209	561.785	0.286	0.354	11	3
YDL037C	BSC1	1.7329	182.837	0.280	0.338	9	0
YDL039C	PRM7	2.8002	396.996	0.314	0.420	10	0
YDL040C	NAT1	10.2814	9540.254	0.283	0.205	13	8
YDL042C	SIR2	3.1395	1313.257	0.269	0.222	12	5
YDL043C	PRP11	2.4647	936.709	0.240	0.247	11	3
YDL044C	MTF2	1.7268	677.613	0.233	0.291	9	5
YDL045C	FAD1	3.1115	542.345	0.293	0.387	12	2
YDL045W-A	MRP10	2.9700	478.360	0.274	0.334	8	2
YDL046W	NPC2	11.5619	3197.370	0.248	0.224	12	5
YDL047W	SIT4	5.4402	2991.457	0.243	0.222	13	6
YDL048C	STP4	2.2961	446.822	0.267	0.297	10	2
YDL049C	KNH1	0.8303	73.995	0.315	0.432	10	0
YDL051W	LHP1	10.3702	6740.722	0.222	0.288	11	7
YDL052C	SLC1	9.3536	8429.763	0.252	0.230	13	5
YDL053C	PBP4	6.6297	3429.335	0.252	0.210	11	6
YDL054C	MCH1	2.3380	285.090	0.282	0.410	11	0
YDL055C	PSA1	68.4599	274427.368	0.238	0.210	13	11
YDL056W	MBP1	2.5661	549.371	0.272	0.297	12	4
YDL057W		1.7910	219.001	0.269	0.389	11	1
YDL058W	USO1	3.9101	2839.565	0.234	0.255	11	7
YDL059C	RAD59	1.4593	319.475	0.246	0.291	11	2
YDL060W	TSR1	6.0305	4001.497	0.249	0.219	10	7
YDL061C	RPS29B	31.1569	26990.628	0.253	0.198	11	7
YDL063C	SYO1	3.2468	1671.884	0.231	0.253	10	4
YDL064W	UBC9	8.4099	6696.406	0.248	0.237	11	5
YDL065C	PEX19	5.7595	3703.935	0.226	0.244	10	6
YDL066W	IDP1	11.1809	11151.031	0.256	0.270	12	8
YDL067C	COX9	12.0045	6589.465	0.261	0.285	12	3
YDL069C	CBS1	1.7527	329.397	0.259	0.305	11	2
YDL070W	BDF2	7.4735	2514.639	0.247	0.227	11	4
YDL072C	YET3	12.1510	8995.223	0.243	0.225	12	6
YDL073W		1.8652	244.255	0.280	0.407	9	1
YDL074C	BRE1	5.7192	2539.288	0.250	0.271	11	5
YDL075W	RPL31A	46.3644	23260.969	0.285	0.417	12	6
YDL076C	RXT3	3.9972	1418.240	0.223	0.227	12	5
YDL077C	VAM6	1.6058	330.829	0.280	0.290	9	3
YDL078C	MDH3	9.1491	5599.882	0.257	0.230	12	7
YDL079C	MRK1	1.2264	197.325	0.293	0.402	10	1
YDL080C	THI3	3.3528	1035.438	0.277	0.312	12	4
YDL081C	RPP1A	46.1438	71013.598	0.275	0.279	11	8
YDL082W	RPL13A	45.7952	64903.335	0.250	0.226	11	7
YDL083C	RPS16B	47.4415	17041.900	0.252	0.262	12	4
YDL084W	SUB2	25.3205	21613.403	0.234	0.281	12	7
YDL085C-A		2.6670	1880.430	0.240	0.238	6	4
YDL085W	NDE2	0.5637	47.027	0.296	0.411	9	1
YDL086W		5.9829	1618.153	0.286	0.360	12	4
YDL087C	LUC7	1.4233	493.316	0.275	0.314	8	2
YDL088C	ASM4	4.1044	2124.337	0.286	0.270	11	5
YDL089W	NUR1	1.8441	471.256	0.290	0.270	10	4
YDL090C	RAM1	2.5323	998.673	0.243	0.307	11	3
YDL091C	UBX3	1.3185	211.494	0.253	0.293	10	2
YDL092W	SRP14	9.3589	5608.595	0.233	0.226	13	6
YDL093W	PMT5	2.5086	380.464	0.239	0.340	12	1
YDL095W	PMT1	10.5468	6005.034	0.239	0.228	12	9
YDL097C	RPN6	11.3731	12378.421	0.262	0.229	12	8
YDL098C	SNU23	1.8570	491.945	0.252	0.308	10	4
