# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YAR015W	ADE1	46C.2min	9	7	126166100	142124600	46003680	0.8082	0.6664	0.9009
YAR015W	ADE1	46C.4min	9	8	272463300	199292000	39370700	0.8803	0.8002	0.9301
YAR015W	ADE1	46C.8min	7	4	16470830	48941080	3576506	0.9241	0.8745	0.9533
YAR019C	CDC15	30C.rep1	1	1	5330200	10402000	809430	0.8519	0.5307	0.968
YAR019C	CDC15	46C.8min	1	1	22651	47119	10775	0.7805	0.4552	0.9359
YAR027W	UIP3	46C.2min	2	1	16381100	4095400	9773100	0.1676	0.0497	0.4924
YAR028W	YAR028W	46C.2min	1	1	2187000	179150	1300100	0.0529	0.0089	0.2851
YAR028W	YAR028W	46C.8min	1	1	212990	437700	946560	0.35	0.1381	0.655
YAR042W	SWH1	30C.rep1	2	2	7397540	10958300	4943050	0.5769	0.3061	0.8065
YAR042W	SWH1	30C.rep3	1	1	1287700	818860	230110	0.7284	0.1699	0.9835
YAR042W	SWH1	37C.8min	1	1	449000	1154700	236720	0.906	0.4793	0.9923
YAR042W	SWH1	46C.2min	1	1	6012300	1286800	1806000	0.2245	0.0335	0.7438
YAR042W	SWH1	46C.4min	4	3	17480300	6864570	10100910	0.3408	0.1917	0.544
YAR042W	SWH1	46C.8min	0	1	NA	NA	NA	0.2791	0.001	0.8276
YBL002W	HTB2	30C.rep1	35	9	1191345609	985932590.7	1160234895.2	0.4163	0.3509	0.4863
YBL002W	HTB2	30C.rep2	15	8	4617551540	1720603790	1978954058	0.4905	0.3681	0.6158
YBL002W	HTB2	30C.rep3	20	5	230924040	104563122	17539604.8	0.4827	0.3198	0.6617
YBL002W	HTB2	37C.8min	25	7	2474313460	433591087	495137471	0.3438	0.2355	0.4759
YBL002W	HTB2	42C.8min	17	8	586209070	166076903	69174281	0.4788	0.3191	0.6609
YBL002W	HTB2	46C.2min	20	7	921138840	373322392	137261699	0.421	0.2889	0.576
YBL002W	HTB2	46C.4min	25	7	1824307454	1389018501.9	1954510274.2	0.4685	0.3873	0.5527
YBL002W	HTB2	46C.8min	23	8	287964854	319918753.2	517748436	0.4284	0.3544	0.504
YBL004W	UTP20	30C.rep1	25	20	139279628	130192501	67944970	0.4829	0.3992	0.5692
YBL004W	UTP20	30C.rep2	1	1	558030	1131400	1293900	0.502	0.1854	0.8139
YBL004W	UTP20	30C.rep3	1	1	643970	1420700	252830	0.8718	0.3367	0.9933
YBL004W	UTP20	37C.8min	2	2	3468800	8592900	5085900	0.8238	0.4697	0.9653
YBL004W	UTP20	46C.2min	5	5	29999500	6422980	7808550	0.2341	0.1068	0.4679
YBL004W	UTP20	46C.4min	27	23	264542400	47470262	203177250	0.1298	0.0985	0.1686
YBL004W	UTP20	46C.8min	8	6	18674877	58762762	29789140	0.154	0.1008	0.2308
YBL007C	SLA1	30C.rep1	10	8	34917020	46850300	12681010	0.7458	0.6256	0.8396
YBL007C	SLA1	30C.rep2	1	1	660050	788669.999999999	276040	0.7357	0.342	0.9402
YBL007C	SLA1	37C.8min	4	3	1674963	1207490	249329	0.8591	0.5999	0.9676
YBL007C	SLA1	42C.8min	3	3	4700081	16669200	2842300	0.85	0.6279	0.9563
YBL007C	SLA1	46C.2min	4	3	17020480	10419550	2018890	0.7577	0.4862	0.9198
YBL007C	SLA1	46C.4min	11	8	100507200	78174000	45828800	0.6517	0.531	0.7542
YBL007C	SLA1	46C.8min	4	3	1152662	4430140	2308200	0.6068	0.4413	0.7539
YBL011W	SCT1	30C.rep1	2	1	4010000	380340	10141600	0.0335	0.0126	0.0843
YBL011W	SCT1	42C.8min	1	1	9248299.99999999	507680	1447500	0.0719	0.0077	0.4643
YBL011W	SCT1	46C.4min	3	2	34757900	3161470	38186800	0.0554	0.0243	0.1201
YBL015W	ACH1	30C.rep1	7	5	26717750	42152800	11243570	0.7316	0.6008	0.8289
YBL015W	ACH1	30C.rep3	2	2	3503900	1385560	1506050	0.3153	0.0753	0.7641
YBL015W	ACH1	37C.8min	4	3	16038700	6880700	4149420	0.7244	0.3891	0.9239
YBL015W	ACH1	42C.8min	3	2	10060500	5969900	544950	0.8944	0.6183	0.9782
YBL015W	ACH1	46C.2min	2	2	3913370	6522000	261679	0.9305	0.7115	0.9864
YBL015W	ACH1	46C.4min	10	6	105960000	90739200	30753100	0.7274	0.6096	0.8181
YBL016W	FUS3	30C.rep1	3	4	6267500	13435600	7001300	0.7432	0.5107	0.8825
YBL016W	FUS3	30C.rep2	2	1	4312700	1447290	1480490	0.4682	0.1929	0.7779
YBL016W	FUS3	37C.8min	1	1	2624400	932570	508830	0.6444	0.1211	0.9724
YBL016W	FUS3	46C.2min	1	1	2786500	2062900	769820	0.5726	0.1573	0.9186
YBL016W	FUS3	46C.4min	1	1	1489400	4034800	5967700	0.4442	0.1755	0.7635
YBL017C	PEP1	30C.rep1	11	8	33933290	22393400	25232770	0.3251	0.2278	0.4454
YBL017C	PEP1	30C.rep2	4	2	14076600	6328630	10706000	0.3062	0.1616	0.5035
YBL017C	PEP1	30C.rep3	1	2	602390	296530	177710	0.3595	0.064	0.8733
YBL017C	PEP1	37C.8min	1	1	2099500	336110	511340	0.2866	0.037	0.8599
YBL017C	PEP1	42C.8min	1	1	2709200	590420	1753600	0.1774	0.026	0.6782
YBL017C	PEP1	46C.2min	4	3	27552600	6288600	32178500	0.2262	0.1025	0.474
YBL017C	PEP1	46C.4min	14	11	103495700	52329900	83780700	0.3182	0.2331	0.4195
YBL017C	PEP1	46C.8min	5	5	1534370	1494623	3756680	0.2699	0.1651	0.4255
YBL018C	POP8	30C.rep1	1	1	417760	553420	762110	0.3776	0.1269	0.7312
YBL018C	POP8	30C.rep2	1	1	1430000	892400	1264200	0.4134	0.1204	0.7881
YBL018C	POP8	42C.8min	2	2	8893899.99999999	1654490	5361250	0.1834	0.0431	0.5534
YBL018C	POP8	46C.2min	2	2	7460900	2949700	2829800	0.3354	0.1027	0.7216
YBL018C	POP8	46C.4min	1	1	804160	569880	921150	0.3611	0.1159	0.7325
YBL022C	PIM1	30C.rep1	15	13	35879492	81230109.9999999	18708152	0.7886	0.7105	0.854
YBL022C	PIM1	30C.rep2	1	1	7109400	8078200	3240400	0.7103	0.3273	0.9261
YBL022C	PIM1	30C.rep3	3	3	3252050	5587480	2977559	0.8116	0.4746	0.9572
YBL022C	PIM1	37C.8min	1	1	1553900	2238900	307300	0.9256	0.4838	0.9953
YBL022C	PIM1	42C.8min	1	1	1208100	886700	869260	0.4726	0.0944	0.9038
YBL022C	PIM1	46C.2min	3	2	12576700	9692090	1391270	0.7893	0.4699	0.9409
YBL022C	PIM1	46C.4min	10	7	222624600	180693000	271136730	0.445	0.3293	0.5666
YBL022C	PIM1	46C.8min	3	3	1249770	1693540	5690740	0.2648	0.1414	0.4394
YBL023C	MCM2	30C.rep1	8	7	47242125	66597600	9154467	0.8254	0.7127	0.8976
YBL023C	MCM2	30C.rep3	1	2	302350	664440	82023	0.9331	0.5805	0.9959
YBL023C	MCM2	37C.8min	1	1	22959000	3518900	758219.999999999	0.7068	0.1272	0.9879
YBL023C	MCM2	42C.8min	1	1	278870	94969	101170	0.3674	0.055	0.8762
YBL023C	MCM2	46C.4min	11	10	92797200	47746630	64233970	0.3724	0.2714	0.487
YBL023C	MCM2	46C.8min	2	2	1864430	3602500	4508700	0.4368	0.2317	0.6652
YBL024W	NCL1	30C.rep1	40	22	213821410	435659950	26242987	0.914	0.8889	0.9342
YBL024W	NCL1	30C.rep2	13	10	133440893	128797052	16291473.6	0.9308	0.8895	0.9561
YBL024W	NCL1	30C.rep3	13	9	21153590	21844480	1871854	0.8271	0.657	0.9272
YBL024W	NCL1	37C.8min	17	13	158053871	123323223	32424869	0.8408	0.7259	0.9163
YBL024W	NCL1	42C.8min	14	10	180699615	108641483	74540356.3	0.8381	0.7024	0.9208
YBL024W	NCL1	46C.2min	36	20	736598500	744398400	135661456	0.9079	0.8647	0.9384
YBL024W	NCL1	46C.4min	30	16	585980100	529585800	231829960	0.8766	0.838	0.9069
YBL024W	NCL1	46C.8min	11	11	26872090	46414500	3141030	0.9246	0.8901	0.949
YBL026W	LSM2	30C.rep1	6	4	44787100	66655700	4329930	0.8748	0.7746	0.9338
YBL026W	LSM2	30C.rep2	2	2	44816199.9999999	39294300	4923100	0.9032	0.7237	0.9701
YBL026W	LSM2	30C.rep3	4	3	3005030	1373840	452228.6	0.8233	0.526	0.962
YBL026W	LSM2	37C.8min	3	1	70318000	34091600	2376865	0.9895	0.9278	0.9985
YBL026W	LSM2	42C.8min	3	2	13416900	6658270	1206397	0.8015	0.4446	0.957
YBL026W	LSM2	46C.2min	2	1	9804200	9405300	812910	0.8777	0.5564	0.9758
YBL026W	LSM2	46C.4min	6	3	88172063	77905564	21987970	0.7617	0.6337	0.8614
YBL026W	LSM2	46C.8min	4	4	5509210	6391250	2234340	0.7148	0.5411	0.8372
YBL028C	YBL028C	30C.rep2	2	1	1208330	893220	105472	0.9177	0.7461	0.9752
YBL028C	YBL028C	46C.2min	2	2	4626500	3516380	737040	0.7058	0.3157	0.9348
YBL029W	YBL029W	30C.rep3	1	1	142530	2264300	6581400	0.7509	0.2713	0.967
YBL030C	PET9	30C.rep1	39	12	1425236330	137309610.1	2409881069	0.0487	0.039	0.0609
YBL030C	PET9	30C.rep2	22	11	1654408581	155533520	1770872240.6	0.048	0.0345	0.0669
YBL030C	PET9	30C.rep3	22	12	157203047	16102547	33707135	0.0805	0.0503	0.1309
YBL030C	PET9	37C.8min	30	12	1526930440	85691918	501141246	0.0481	0.032	0.0706
YBL030C	PET9	42C.8min	15	8	392093930	94890162	154846141	0.0723	0.0418	0.1231
YBL030C	PET9	46C.2min	8	6	938023200	45259850	329128840	0.0381	0.0199	0.0707
YBL030C	PET9	46C.4min	38	12	1898505400	128988276	2150944820	0.0528	0.0424	0.0666
YBL030C	PET9	46C.8min	16	6	186441400	39177045	616402070	0.045	0.0327	0.0619
YBL032W	HEK2	30C.rep1	10	7	122814530	147127940	26729863	0.7312	0.6015	0.8294
YBL032W	HEK2	30C.rep2	14	6	115327070	65526400	17072288	0.8364	0.7558	0.8938
YBL032W	HEK2	30C.rep3	8	6	7989809	4811142	510333	0.8393	0.5986	0.9548
YBL032W	HEK2	37C.8min	3	4	11434600	3698120	1841052	0.8016	0.4269	0.9665
YBL032W	HEK2	42C.8min	3	3	17219540	2980339	880381	0.5326	0.189	0.8722
YBL032W	HEK2	46C.2min	8	6	89735300	45959260	8338050	0.6949	0.4829	0.8479
YBL032W	HEK2	46C.4min	4	3	152030940	56825190	28660040	0.6198	0.4043	0.7959
YBL032W	HEK2	46C.8min	5	4	1504772	2494189	3952096	0.3887	0.2487	0.5433
YBL033C	RIB1	30C.rep1	2	2	8639301	18232460	602011	0.8782	0.7019	0.96
YBL033C	RIB1	37C.8min	0	1	NA	NA	NA	0.9518	0.2269	1
YBL033C	RIB1	42C.8min	4	4	7052740	2038370	1399170	0.3347	0.1336	0.6581
YBL033C	RIB1	46C.2min	2	1	14017000	10751200	2410640	0.7059	0.3218	0.9331
YBL033C	RIB1	46C.4min	3	3	22738800	8523300	8771400	0.4404	0.248	0.6564
YBL033C	RIB1	46C.8min	1	1	176530	79664	447980	0.1652	0.0504	0.4474
YBL034C	STU1	30C.rep1	1	1	4083200	6127800	3906800	0.5155	0.198	0.829
YBL034C	STU1	30C.rep2	1	1	81774	226240	55834	0.7946	0.4367	0.9539
YBL034C	STU1	46C.4min	3	3	20658000	7698900	8009190	0.7208	0.4916	0.8743
YBL035C	POL12	30C.rep1	3	3	14721700	16524700	3367190	0.7111	0.4672	0.8782
YBL035C	POL12	30C.rep2	1	1	4299900	2478800	4671600	0.3427	0.1003	0.7201
YBL035C	POL12	30C.rep3	1	1	665430	104940	208650	0.186	0.0175	0.795
YBL035C	POL12	46C.4min	6	5	36276800	15577520	50505600	0.251	0.1518	0.3869
YBL036C	YBL036C	30C.rep1	6	5	42901560	80609100	4091640	0.8981	0.8118	0.9461
YBL036C	YBL036C	30C.rep2	1	2	29794000	41148999.9999999	37449000	0.4967	0.1963	0.8224
YBL036C	YBL036C	30C.rep3	2	2	457280	277561	28806.2	0.802	0.3513	0.9785
YBL036C	YBL036C	37C.8min	1	1	7564700	4464100	410060	0.9344	0.4942	0.9964
YBL036C	YBL036C	42C.8min	4	3	18246305	10490062.7	12297206	0.4711	0.2054	0.7973
YBL036C	YBL036C	46C.2min	1	3	17030000	1149400	2801700	0.2025	0.0642	0.5883
YBL036C	YBL036C	46C.4min	7	5	120640600	93089500	18402900	0.9022	0.828	0.9454
YBL036C	YBL036C	46C.8min	2	2	872015	3277190	136216	0.9327	0.8396	0.9723
YBL037W	APL3	30C.rep1	3	3	1497852	4632300	1440130	0.6891	0.4856	0.845
YBL037W	APL3	46C.4min	3	3	39101300	12753300	9686400	0.4865	0.2658	0.7207
YBL039C	URA7	30C.rep1	35	18	249656280	521440800	61333398	0.8683	0.8313	0.8982
YBL039C	URA7	30C.rep2	8	6	275164900	232445700	51643590	0.8412	0.729	0.9116
YBL039C	URA7	30C.rep3	16	9	54253130	54026460	2482072.2	0.9687	0.9245	0.9872
YBL039C	URA7	37C.8min	24	13	259555590	199350129	109856272	0.7871	0.6721	0.8703
YBL039C	URA7	42C.8min	21	10	237900120	127532580	64775885	0.5758	0.4289	0.7099
YBL039C	URA7	46C.2min	15	8	374990800	324329780	81022500	0.5818	0.4311	0.7341
YBL039C	URA7	46C.4min	30	15	528335420	303750210	296889700	0.4404	0.368	0.516
YBL039C	URA7	46C.8min	13	8	35598618.5	47745422	80355266.0000001	0.3921	0.3025	0.4882
YBL040C	ERD2	30C.rep1	1	1	20197000	9234200	15231000	0.2903	0.0768	0.7039
YBL040C	ERD2	46C.4min	1	1	14716000	6106200	16889000	0.2457	0.0669	0.5988
YBL041W	PRE7	30C.rep1	14	11	88080209	167344900	19031671	0.8565	0.7878	0.9049
YBL041W	PRE7	30C.rep2	7	5	205202000	109652700	23569970	0.8948	0.7987	0.946
YBL041W	PRE7	30C.rep3	7	3	43831520	45330785.7	4242753.2	0.8508	0.601	0.9588
YBL041W	PRE7	37C.8min	4	3	36705620	17326410	12435089	0.7769	0.4694	0.9454
YBL041W	PRE7	42C.8min	10	5	48337800	33256280	5715068	0.8421	0.694	0.9294
YBL041W	PRE7	46C.2min	5	4	110452100	151614800	22279000	0.761	0.5223	0.9082
YBL041W	PRE7	46C.4min	14	9	328318500	220489300	56422190	0.7538	0.6588	0.8308
YBL041W	PRE7	46C.8min	6	6	12507110	25507900	12996360	0.7115	0.5741	0.8194
YBL045C	COR1	30C.rep1	19	11	167555280	181125360	125476149	0.4891	0.3864	0.5955
YBL045C	COR1	30C.rep2	14	8	270401100	135276990	188357140	0.4831	0.3606	0.6119
YBL045C	COR1	30C.rep3	9	7	23675410	11450530	4338248	0.5146	0.3039	0.744
YBL045C	COR1	37C.8min	13	12	189329450	51020920	42567495	0.4262	0.2646	0.6204
YBL045C	COR1	42C.8min	13	10	83432733.0000001	25941824	28960176.5	0.4547	0.2908	0.6406
YBL045C	COR1	46C.2min	12	9	299169400	143844830	35848365	0.6135	0.4195	0.7833
YBL045C	COR1	46C.4min	20	15	318859811	186081889	186075613	0.4466	0.356	0.5468
YBL045C	COR1	46C.8min	10	7	17153270	27149422	35252986	0.431	0.3227	0.5481
YBL046W	PSY4	30C.rep1	1	1	2681400	4311300	281630	0.8742	0.551	0.9753
YBL046W	PSY4	30C.rep3	1	1	370370	361700	69006	0.8239	0.2271	0.9907
YBL046W	PSY4	42C.8min	1	1	94036.0000000001	2097700	820100	0.7818	0.3703	0.9644
YBL046W	PSY4	46C.4min	0	1	NA	NA	NA	0.0266	0.004	0.2396
YBL047C	EDE1	30C.rep1	21	19	75786640	175689000	17462876.2	0.8967	0.8563	0.9283
YBL047C	EDE1	30C.rep2	2	4	794503	1312450	69941	0.9382	0.8018	0.9814
YBL047C	EDE1	30C.rep3	3	3	6250560	9115000	1333520	0.8983	0.6326	0.9809
YBL047C	EDE1	37C.8min	3	2	27638900	23483900	2606530	0.9202	0.6728	0.987
YBL047C	EDE1	42C.8min	3	4	3051170	2930420	476569	0.9125	0.6793	0.9818
YBL047C	EDE1	46C.2min	6	7	126315600	104939700	14583620	0.8215	0.6326	0.9261
YBL047C	EDE1	46C.4min	27	18	306692192	264378687	48028516.5	0.8609	0.8173	0.8939
YBL047C	EDE1	46C.8min	8	5	5805500	14373710	3647383	0.7824	0.6814	0.8592
YBL049W	MOH1	30C.rep3	1	1	938230	599800	1526100	0.3902	0.0572	0.9044
YBL049W	MOH1	46C.8min	1	1	17290000	50580999.9999999	3478100	0.9121	0.7276	0.9753
YBL050W	SEC17	30C.rep1	6	6	17621110	6130540	29103800	0.1881	0.1243	0.2782
YBL050W	SEC17	30C.rep2	8	5	52479680	15902330	54478240	0.2721	0.169	0.4062
YBL050W	SEC17	30C.rep3	0	1	NA	NA	NA	0.0287	0.0017	0.4532
YBL050W	SEC17	37C.8min	7	6	57186799.9999999	11157358	18307020	0.0633	0.0274	0.1457
YBL050W	SEC17	42C.8min	6	4	59586030	7758252	18768601	0.0927	0.0389	0.2121
YBL050W	SEC17	46C.2min	3	3	49929000	17558900	24564600	0.2749	0.1026	0.6026
YBL050W	SEC17	46C.4min	4	3	46855300	14980200	31564500	0.2546	0.1305	0.4341
YBL050W	SEC17	46C.8min	4	5	407540.5	493606.5	1767996	0.2312	0.1387	0.3594
YBL051C	PIN4	30C.rep1	1	2	377460	1840200	58618	0.9259	0.7161	0.9844
YBL051C	PIN4	30C.rep2	0	1	NA	NA	NA	0.733	0.1752	0.9997
YBL051C	PIN4	42C.8min	0	1	NA	NA	NA	0.9737	0.4866	1
YBL051C	PIN4	46C.2min	2	1	20813900	21560800	1547250	0.8887	0.601	0.9807
YBL051C	PIN4	46C.4min	4	3	12772400	15705600	3931320	0.8405	0.6889	0.9247
YBL051C	PIN4	46C.8min	2	2	3309460	9111900	3174430	0.7054	0.4695	0.8619
YBL052C	SAS3	37C.8min	0	1	NA	NA	NA	0.0291	0.0011	0.4193
YBL055C	YBL055C	30C.rep1	2	2	4207500	3870800	427320	0.851	0.6095	0.955
YBL055C	YBL055C	30C.rep3	2	1	1082700	573010	213990	0.6275	0.1908	0.9426
YBL055C	YBL055C	46C.4min	2	2	11349000	6110300	55094800	0.2654	0.113	0.5164
YBL056W	PTC3	30C.rep1	1	2	2446.5	345480	47553	0.7741	0.495	0.9314
YBL056W	PTC3	42C.8min	3	3	11298100	3183070	1834418	0.5816	0.265	0.8686
YBL056W	PTC3	46C.2min	7	4	56040430	41954150	4922210	0.8018	0.599	0.9164
YBL056W	PTC3	46C.4min	1	1	5428100	5214800	4286200	0.5131	0.1873	0.8417
YBL057C	PTH2	30C.rep1	2	4	6994000	1401480	13849900	0.0758	0.0325	0.1716
YBL057C	PTH2	30C.rep3	1	1	2144300	134580	431240	0.0625	0.0063	0.5049
YBL057C	PTH2	46C.4min	3	2	83946700	8565520	91108300	0.0328	0.0146	0.0761
YBL058W	SHP1	30C.rep1	7	8	6186040	15620430	668549	0.9261	0.8701	0.9591
YBL058W	SHP1	30C.rep2	5	3	20245900	34587700	12840870	0.8682	0.756	0.9315
YBL058W	SHP1	30C.rep3	1	2	2231600	1459400	105310	0.8508	0.3731	0.9935
YBL058W	SHP1	37C.8min	4	5	24225200	14388660	2457929	0.9018	0.6947	0.9771
YBL058W	SHP1	42C.8min	13	7	54317340	71451788	12352750	0.8534	0.7452	0.9202
YBL058W	SHP1	46C.2min	9	5	68024100	74589970	22531130	0.7563	0.5867	0.8728
YBL058W	SHP1	46C.4min	11	6	280113950	245404590	59177294	0.813	0.7264	0.8767
YBL058W	SHP1	46C.8min	9	6	2317045	8128500	1775655	0.8288	0.7564	0.8835
YBL059C-A	CMC2	30C.rep1	2	2	1202483	2159860	1165930	0.4908	0.2471	0.7488
YBL059C-A	CMC2	42C.8min	1	1	4301000	3430300	389650	0.8466	0.3083	0.9887
YBL059C-A	CMC2	46C.4min	1	1	2465100	1290100	407170	0.7278	0.3374	0.9312
YBL060W	YEL1	30C.rep1	0	1	NA	NA	NA	0.0425	0.0079	0.1825
YBL060W	YEL1	30C.rep2	1	1	42688000	60144999.9999999	25376000	0.701	0.328	0.9202
YBL060W	YEL1	46C.4min	0	1	NA	NA	NA	0.0258	0	0.3247
YBL061C	SKT5	46C.4min	0	1	NA	NA	NA	0.1092	1e-04	0.764
YBL061C	SKT5	46C.8min	1	1	15643	6696.7	102620	0.0937	0.0277	0.2876
YBL064C	PRX1	30C.rep1	5	5	46602500	77227600	8712180	0.8498	0.7249	0.9247
YBL064C	PRX1	30C.rep2	4	4	126880200	75127000	14317870	0.8273	0.6492	0.9242
YBL064C	PRX1	30C.rep3	2	2	3459300	2275830	121285	0.9411	0.6043	0.9956
YBL064C	PRX1	37C.8min	2	1	3576600	1913830	629040	0.7828	0.3367	0.9676
YBL064C	PRX1	42C.8min	6	2	15133255	5421384	3667513.8	0.5844	0.3409	0.8078
YBL064C	PRX1	46C.2min	5	4	71811500	41459300	8400510	0.7038	0.4347	0.8866
YBL064C	PRX1	46C.4min	8	6	182345300	137279600	31561500	0.8193	0.7072	0.8947
YBL064C	PRX1	46C.8min	9	5	20663070	66532050	15222877	0.7914	0.6972	0.8596
YBL067C	UBP13	30C.rep1	1	1	21225000	45088000	4466400	0.8252	0.4983	0.9599
YBL067C	UBP13	30C.rep2	1	1	132360	267100	144010	0.6542	0.297	0.907
YBL067C	UBP13	46C.4min	1	1	17654000	27923000	3647500	0.864	0.567	0.9695
YBL067C	UBP13	46C.8min	1	1	127070	306320	496390	0.3998	0.1657	0.6996
YBL068W	PRS4	30C.rep1	4	2	39629600	57410600	8944160	0.8401	0.6875	0.9253
YBL068W	PRS4	37C.8min	1	1	40897000	13656000	3802900	0.7638	0.1733	0.9864
YBL068W	PRS4	42C.8min	1	1	26030000	13056000	490930	0.9526	0.5887	0.9968
YBL068W	PRS4	46C.4min	3	2	4.7e+07	35364700	9606970	0.7726	0.5654	0.9009
YBL068W	PRS4	46C.8min	1	1	1455100	5305900	840349.999999999	0.8128	0.5391	0.9421
YBL075C	SSA3	37C.8min	1	1	74760	41143	10558	0.8136	0.2613	0.9897
YBL075C	SSA3	42C.8min	1	1	2252800	3015700	284370	0.8748	0.3726	0.9904
YBL076C	ILS1	30C.rep1	118	50	2266961151.1	4181369040	307785929	0.8877	0.8695	0.9032
YBL076C	ILS1	30C.rep2	49	28	1114118133	1792325700	489473708	0.8163	0.7745	0.8524
YBL076C	ILS1	30C.rep3	47	30	76344800.3	160966771	11706312.8	0.955	0.9299	0.9714
YBL076C	ILS1	37C.8min	52	32	603101430	741519250	106471069	0.9493	0.9239	0.966
YBL076C	ILS1	42C.8min	42	28	192474791	398337996	28069303.7	0.9302	0.8962	0.9527
YBL076C	ILS1	46C.2min	77	40	2885441126	2501916490	281400048.6	0.8562	0.8183	0.889
YBL076C	ILS1	46C.4min	98	42	3903943219	3266972986	584230843	0.8583	0.835	0.8793
YBL076C	ILS1	46C.8min	51	32	213350704	615199710	99218427.3	0.84	0.8097	0.8658
YBL079W	NUP170	30C.rep1	10	9	56355040	11760653	62273700	0.0867	0.057	0.1302
YBL079W	NUP170	46C.2min	1	1	1833300	219940	187000	0.2123	0.0325	0.7754
YBL079W	NUP170	46C.4min	5	6	33276300	4874547	29549200	0.0711	0.0375	0.1296
YBL079W	NUP170	46C.8min	2	2	2508090	463970	3839590	0.1354	0.0571	0.3049
YBL080C	PET112	42C.8min	1	1	1061400	567400	155560	0.6795	0.1779	0.9659
YBL080C	PET112	46C.2min	1	1	3302600	1534900	696530	0.5055	0.1124	0.9124
YBL082C	ALG3	30C.rep1	0	1	NA	NA	NA	0.092	0.0158	0.3646
YBL082C	ALG3	46C.4min	0	1	NA	NA	NA	0.8018	0.0186	0.9807
YBL085W	BOI1	30C.rep1	4	4	5339950	8992000	2288480	0.6848	0.5073	0.8252
YBL085W	BOI1	46C.4min	3	3	9032300	1799370	7833200	0.1424	0.0644	0.2918
YBL086C	YBL086C	30C.rep1	1	1	1816600	1170000	2730900	0.2649	0.078	0.6296
YBL086C	YBL086C	46C.4min	3	2	6626900	998730	6494900	0.0947	0.0414	0.2023
YBL088C	TEL1	42C.8min	0	1	NA	NA	NA	0.1331	0.0087	0.9824
YBL091C	MAP2	30C.rep1	16	10	85972550	134478750	18985135	0.8171	0.7418	0.8705
YBL091C	MAP2	30C.rep2	10	6	110226700	75549000	15583017	0.8768	0.7988	0.9279
YBL091C	MAP2	30C.rep3	1	2	1230000	841100	100060	0.6035	0.125	0.9744
YBL091C	MAP2	37C.8min	4	4	16426000	7027305	1775642	0.6993	0.3905	0.9263
YBL091C	MAP2	42C.8min	9	3	63136080	30951310	5348610	0.7621	0.5429	0.8984
YBL091C	MAP2	46C.2min	10	6	236682700	224402600	38092990	0.7851	0.6287	0.8905
YBL091C	MAP2	46C.4min	19	9	191348700	171868300	40109640	0.8012	0.7334	0.856
YBL091C	MAP2	46C.8min	12	9	15313759	42690813	7404382.7	0.8142	0.7449	0.8684
YBL091C-A	SCS22	30C.rep1	0	1	NA	NA	NA	0.0454	0.0068	0.3491
YBL091C-A	SCS22	46C.2min	0	1	NA	NA	NA	0.2782	4e-04	0.9209
YBL092W	RPL32	30C.rep1	51	6	2332261710	3698597540	677253660	0.7686	0.721	0.8109
YBL092W	RPL32	30C.rep2	22	7	3383439600	3323813800	686564040	0.8539	0.7996	0.8968
YBL092W	RPL32	30C.rep3	23	6	158525330	131480352	8714512	0.905	0.8134	0.9561
YBL092W	RPL32	37C.8min	33	7	3053729250	805247460	170361376	0.7078	0.5834	0.8137
YBL092W	RPL32	42C.8min	36	7	2771293220	1133521570	162323053	0.8217	0.731	0.8864
YBL092W	RPL32	46C.2min	35	7	4406063050	2937447970	353488049	0.8139	0.7314	0.8745
YBL092W	RPL32	46C.4min	49	7	2992822880	3385986700	626006968	0.8453	0.8092	0.8749
YBL092W	RPL32	46C.8min	27	6	458949680	967672610	230002485	0.8058	0.7573	0.8459
YBL097W	BRN1	30C.rep1	1	1	2648000	3858800	1412800	0.606	0.238	0.8854
YBL097W	BRN1	42C.8min	1	1	241850	63824	79382.0000000001	0.2997	0.0458	0.842
YBL097W	BRN1	46C.2min	1	1	5436100	3667600	1026000	0.6344	0.1566	0.9511
YBL097W	BRN1	46C.4min	0	1	NA	NA	NA	0.1083	0.0133	0.8447
YBL098W	BNA4	30C.rep1	4	3	7678490	2068150	15902200	0.1088	0.0534	0.2066
YBL098W	BNA4	30C.rep3	1	1	304630	176310	193130	0.4961	0.0677	0.9422
