# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YMR045C	YMR045C	46C.8min	1	1	13226	3681.8	59701	0.0792	0.0241	0.2363
YMR047C	NUP116	30C.rep1	2	2	3742030	1683360	2904400	0.2222	0.0888	0.4473
YMR047C	NUP116	46C.4min	2	2	24173000	23042000	13057200	0.5473	0.2804	0.7971
YMR047C	NUP116	46C.8min	2	1	664710	607740	1585530	0.2784	0.1255	0.5239
YMR049C	ERB1	30C.rep1	16	12	148982480	180636030	75121100	0.5831	0.4743	0.6828
YMR049C	ERB1	37C.8min	1	1	5407800	3851900	2402900	0.7117	0.1836	0.9723
YMR049C	ERB1	46C.2min	4	4	46911900	19685570	6816394	0.6431	0.3432	0.8761
YMR049C	ERB1	46C.4min	14	9	177176700	71306760	95740030	0.4153	0.3095	0.5346
YMR049C	ERB1	46C.8min	2	2	1099950	811520	2078900	0.2485	0.1071	0.4861
YMR052W	FAR3	42C.8min	1	1	797580	9902.89999999999	10196	0.0428	0.0046	0.3641
YMR052W	FAR3	46C.4min	1	1	5651400	83011.9999999999	46566	0.3559	0.0674	0.8584
YMR054W	STV1	30C.rep1	5	4	8115900	7894900	14079250	0.2597	0.1507	0.4172
YMR054W	STV1	37C.8min	1	1	4695700	6400200	2732700	0.8177	0.3224	0.9847
YMR054W	STV1	46C.4min	3	3	25966800	11425720	22408000	0.2229	0.1082	0.4054
YMR054W	STV1	46C.8min	1	1	208530	908400	34537	0.9415	0.8133	0.9839
YMR056C	AAC1	30C.rep1	8	2	129014700	8863670	185167500	0.0241	0.0143	0.0403
YMR056C	AAC1	30C.rep3	5	2	19275346	22206870	16042353	0.7059	0.4223	0.8951
YMR056C	AAC1	37C.8min	0	1	NA	NA	NA	0.2948	0	0.984
YMR056C	AAC1	46C.2min	1	2	36009000	1200900	18972000	0.0193	0.003	0.1171
YMR056C	AAC1	46C.4min	6	2	400986000	24354900	338863000	0.0513	0.0288	0.0898
YMR056C	AAC1	46C.8min	3	3	4108370	321322	16526860	0.0305	0.0149	0.06
YMR058W	FET3	30C.rep1	5	3	29946291	18030431	43531030	0.2071	0.1157	0.3451
YMR058W	FET3	42C.8min	2	1	1596280	935770	2448700	0.257	0.0728	0.6373
YMR058W	FET3	46C.2min	5	2	58961700	13038960	41403600	0.1328	0.0579	0.284
YMR058W	FET3	46C.4min	6	4	44095300	12920150	44670200	0.1606	0.0943	0.2688
YMR060C	SAM37	42C.8min	1	1	130920	19324	46271	0.1623	0.0185	0.6907
YMR061W	RNA14	30C.rep1	2	2	22970200	42701700	3503300	0.8141	0.5768	0.934
YMR061W	RNA14	46C.4min	3	3	58540800	48837000	6347910	0.8176	0.6381	0.9229
YMR062C	ARG7	30C.rep1	7	6	49237930	85927000	9831640	0.8251	0.7175	0.8998
YMR062C	ARG7	30C.rep2	1	3	2002600	1802300	453480	0.7936	0.4626	0.9546
YMR062C	ARG7	30C.rep3	2	2	3265520	1610928.2	69726.3	0.7423	0.277	0.9755
YMR062C	ARG7	37C.8min	3	3	19074200	18885990	5205951	0.8808	0.5759	0.9788
YMR062C	ARG7	42C.8min	7	7	39929651	27637610	11949215	0.6476	0.4177	0.8303
YMR062C	ARG7	46C.2min	2	1	44432000	40761000	2736800	0.8896	0.5907	0.98
YMR062C	ARG7	46C.4min	8	7	68653400	40726600	17932570	0.7632	0.6269	0.8598
YMR064W	AEP1	30C.rep1	1	2	3095300	10253000	375170	0.8986	0.588	0.9835
YMR064W	AEP1	46C.4min	1	1	37871000	28412000	7877500	0.7494	0.3569	0.9465
YMR066W	SOV1	30C.rep1	1	2	288390	3684200	53129999.9999999	0.6475	0.3805	0.8443
YMR066W	SOV1	30C.rep3	0	1	NA	NA	NA	0.0078	2e-04	0.2624
YMR066W	SOV1	42C.8min	1	1	5381600	1721700	1129200	0.4567	0.0736	0.9195
YMR067C	UBX4	30C.rep1	2	2	7882300	13469200	1906580	0.8505	0.6216	0.954
YMR067C	UBX4	30C.rep2	0	1	NA	NA	NA	0.7102	0.3107	0.9342
YMR067C	UBX4	46C.4min	2	2	8384300	8132000	3481540	0.7054	0.422	0.8851
YMR067C	UBX4	46C.8min	1	1	61660	218470	77858.9999999999	0.683	0.3594	0.8886
YMR070W	MOT3	30C.rep3	1	1	75106.0000000001	4729200	35115	0.9919	0.889	0.9997
YMR071C	TVP18	30C.rep1	4	3	12564380	12443550	10554820	0.3891	0.2199	0.6037
YMR071C	TVP18	46C.4min	3	3	14826300	4879310	11659700	0.1496	0.0753	0.2833
YMR071C	TVP18	46C.8min	0	1	NA	NA	NA	0.3053	0.0014	0.8277
YMR072W	ABF2	30C.rep1	10	6	64528670	99881760	33133250	0.5872	0.4487	0.7092
YMR072W	ABF2	30C.rep2	5	4	175170000	133553000	22259490	0.9284	0.8509	0.9669
YMR072W	ABF2	37C.8min	3	2	78563500	34647200	9551500	0.7095	0.3081	0.9419
YMR072W	ABF2	42C.8min	1	1	9814900	3904100	4095900	0.3924	0.0671	0.8706
YMR072W	ABF2	46C.2min	4	3	64643600	260936000	108096100	0.7147	0.4949	0.8693
YMR072W	ABF2	46C.4min	6	5	93229000	74566000	34114800	0.6858	0.527	0.8094
YMR072W	ABF2	46C.8min	3	2	3109910	4215220	2834190	0.5459	0.3343	0.7383
YMR074C	YMR074C	30C.rep1	8	4	79009150	83967680	1041964	0.9731	0.9511	0.9849
YMR074C	YMR074C	30C.rep2	1	1	18910000	52649000	27686000	0.6656	0.3135	0.9052
YMR074C	YMR074C	30C.rep3	1	2	2578600	1420900	50210	0.9415	0.5338	0.9984
YMR074C	YMR074C	37C.8min	4	3	10017560	5515690	506406	0.9494	0.7849	0.9902
YMR074C	YMR074C	42C.8min	0	1	NA	NA	NA	0.9284	0.3028	1
YMR074C	YMR074C	46C.2min	3	3	75524500	84959200	3829830	0.9169	0.7363	0.9775
YMR074C	YMR074C	46C.4min	4	3	46980000	49419900	4121122	0.9765	0.9456	0.9901
YMR074C	YMR074C	46C.8min	2	3	286550	928470	48592	0.9362	0.8477	0.9744
YMR075W	RCO1	30C.rep1	1	1	492740000	600660000	216100000	0.6125	0.2497	0.8901
YMR075W	RCO1	46C.4min	3	3	16869335	1672574	1106714	0.486	0.2586	0.723
YMR075W	RCO1	46C.8min	1	1	48466	39455	70094	0.3419	0.1164	0.6877
YMR076C	PDS5	30C.rep1	7	8	32926300	32233840	5884502	0.7996	0.6724	0.8853
YMR076C	PDS5	30C.rep3	1	1	188170	383280	26951	0.9312	0.5156	0.9964
YMR076C	PDS5	46C.4min	4	5	24228800	19656500	5083010	0.7732	0.6007	0.8879
YMR079W	SEC14	30C.rep1	22	11	299220040	567346200	63205410	0.8419	0.7874	0.8849
YMR079W	SEC14	30C.rep2	11	7	430900400	674157700	362507340	0.7331	0.612	0.832
YMR079W	SEC14	30C.rep3	16	10	58376220	37798300	3618457	0.8355	0.6901	0.9254
YMR079W	SEC14	37C.8min	16	8	721400730	753532860	93244260	0.8218	0.6904	0.913
YMR079W	SEC14	42C.8min	12	8	104337580	68997460	6650625	0.8745	0.7384	0.9457
YMR079W	SEC14	46C.2min	11	10	743912499.999999	627529500	164122500	0.686	0.5243	0.8129
YMR079W	SEC14	46C.4min	19	11	1020975100	772451500	327727980	0.6772	0.5859	0.7591
YMR079W	SEC14	46C.8min	9	8	17963410	27096220	22670520	0.4881	0.3694	0.611
YMR080C	NAM7	30C.rep1	7	6	9925858	12166470	2577684	0.7897	0.6579	0.8808
YMR080C	NAM7	46C.2min	3	3	17187600	9350940	3714780	0.5626	0.2491	0.8522
YMR080C	NAM7	46C.4min	11	9	93155400	41190990	50416800	0.3544	0.2482	0.4838
YMR080C	NAM7	46C.8min	1	1	233970	202170	325380	0.3662	0.1306	0.7166
YMR083W	ADH3	30C.rep1	28	12	525734230	619002200	159710620	0.7605	0.6927	0.8181
YMR083W	ADH3	30C.rep2	8	6	347231900	253064200	66238230	0.8295	0.7202	0.9023
YMR083W	ADH3	30C.rep3	14	9	54560580	31701210	2933418	0.8952	0.7729	0.9595
YMR083W	ADH3	37C.8min	12	11	433658500	197498900	38773980	0.8423	0.6694	0.9375
YMR083W	ADH3	42C.8min	4	3	529147000	367689300	52055760	0.789	0.4886	0.9413
YMR083W	ADH3	46C.2min	9	5	291400500	266431300	22011310	0.8672	0.743	0.9396
YMR083W	ADH3	46C.4min	28	11	659475500	477448880	153964290	0.733	0.6593	0.7938
YMR083W	ADH3	46C.8min	8	7	33332980	73603700	26194810	0.7606	0.6523	0.8396
YMR086W	SEG1	30C.rep1	2	3	619950	1226290	698380	0.5878	0.3359	0.823
YMR086W	SEG1	30C.rep3	1	1	205480	13972	18126	0.3337	0.0602	0.8686
YMR086W	SEG1	46C.2min	3	3	11797200	12435000	3466840	0.678	0.3754	0.8876
YMR086W	SEG1	46C.8min	1	1	16377	98751	43826	0.6333	0.3306	0.8606
YMR087W	YMR087W	30C.rep1	1	1	1936100	3464000	291890	0.8472	0.5225	0.9689
YMR087W	YMR087W	30C.rep3	0	1	NA	NA	NA	0.7242	0.0522	0.9999
YMR087W	YMR087W	46C.4min	1	1	2674500	879240	130360	0.8658	0.5179	0.9736
YMR089C	YTA12	30C.rep1	4	4	21611760	3188871	24467960	0.0828	0.0413	0.1597
YMR089C	YTA12	37C.8min	1	1	246560000	124800000	5038800	0.9741	0.6345	0.9992
YMR089C	YTA12	42C.8min	2	2	11462900	14317800	1954050	0.6119	0.2144	0.9122
YMR089C	YTA12	46C.4min	3	3	42406500	3829460	39988500	0.0594	0.0264	0.1287
YMR089C	YTA12	46C.8min	0	1	NA	NA	NA	0.1891	7e-04	0.7615
YMR090W	YMR090W	30C.rep1	1	3	655690	4596700	499400	0.831	0.5662	0.9552
YMR090W	YMR090W	46C.4min	1	1	2803600	4715000	565310	0.8749	0.5908	0.9727
YMR091C	NPL6	30C.rep1	6	6	19567450	24761000	5225740	0.7553	0.5961	0.8612
YMR091C	NPL6	30C.rep3	0	1	NA	NA	NA	0.9691	0.3524	1
YMR091C	NPL6	37C.8min	1	1	5522200	774940	1192000	0.2682	0.0321	0.8555
YMR091C	NPL6	42C.8min	7	6	33354500	7504540	6149507	0.3314	0.1559	0.5888
YMR091C	NPL6	46C.2min	3	2	19813000	13406800	10447600	0.4071	0.1641	0.7288
YMR091C	NPL6	46C.4min	5	4	52038300	21057000	40872800	0.2388	0.1337	0.3926
YMR091C	NPL6	46C.8min	0	1	NA	NA	NA	0.1776	3e-04	0.7331
YMR092C	AIP1	30C.rep1	16	8	195656890	318500200	18546424.2	0.9304	0.8941	0.9554
YMR092C	AIP1	30C.rep2	3	2	118009000	91978000	5380390	0.9725	0.926	0.9897
YMR092C	AIP1	30C.rep3	4	2	2407100	2452050	278230	0.8729	0.5952	0.972
YMR092C	AIP1	37C.8min	3	2	101516000	61475000	4376800	0.9618	0.7894	0.9951
YMR092C	AIP1	42C.8min	5	3	29111300	23519200	4026111	0.9064	0.7415	0.9708
YMR092C	AIP1	46C.2min	4	3	22878800	16343560	42544920	0.5226	0.2581	0.7966
YMR092C	AIP1	46C.4min	10	9	345584400	238539700	34804350	0.9251	0.8754	0.9554
YMR092C	AIP1	46C.8min	3	3	8587180	25178320	3059989	0.9247	0.842	0.9643
YMR093W	UTP15	30C.rep1	5	4	61210080	37506700	42311659.9999999	0.4374	0.2791	0.625
YMR093W	UTP15	30C.rep2	1	1	17083000	4905400	8911800	0.3132	0.0798	0.7198
YMR093W	UTP15	30C.rep3	1	1	276500	53719	32269	0.375	0.0437	0.9263
YMR093W	UTP15	37C.8min	1	2	14783000	5800900	1833500	0.5141	0.1435	0.9417
YMR093W	UTP15	42C.8min	1	1	13066000	1274300	861200	0.1178	0.0222	0.531
YMR093W	UTP15	46C.2min	1	1	24280000	4712500	4235800	0.2645	0.0399	0.8286
YMR093W	UTP15	46C.4min	8	7	49580810	8591010	34745400	0.1794	0.1106	0.2768
YMR093W	UTP15	46C.8min	1	1	602540	2070600	1331900	0.572	0.2715	0.8229
YMR094W	CTF13	30C.rep1	1	1	807890	1030900	1139900	0.4098	0.1353	0.7732
YMR099C	YMR099C	30C.rep1	21	15	354644310	663357299.999999	25941350	0.9097	0.8737	0.936
YMR099C	YMR099C	30C.rep2	5	6	197597700	180119100	45721080	0.7823	0.6183	0.8913
YMR099C	YMR099C	30C.rep3	14	8	21847230	14471600	2999945	0.8084	0.6494	0.9136
YMR099C	YMR099C	37C.8min	9	5	484840100	236489700	23787746	0.9467	0.8465	0.9836
YMR099C	YMR099C	42C.8min	2	2	9488399.99999999	8306600	12598.4	0.9997	0.9976	1
YMR099C	YMR099C	46C.2min	10	5	260198100	242096200	34333000	0.8265	0.6876	0.9146
YMR099C	YMR099C	46C.4min	20	13	705754800	628913800	85820560	0.8868	0.8425	0.9196
YMR099C	YMR099C	46C.8min	9	7	37086500	158830190	11045415	0.8756	0.8167	0.917
YMR100W	MUB1	30C.rep1	1	1	927509.999999999	819050	438990	0.5205	0.1901	0.8514
YMR100W	MUB1	46C.4min	1	2	1589700	248100	515810	0.1414	0.0445	0.4283
YMR102C	YMR102C	30C.rep2	1	1	387650	171400	170510	0.4821	0.1511	0.8356
YMR102C	YMR102C	30C.rep3	1	1	3927.6	2249000	1732200	0.9109	0.6362	0.9875
YMR102C	YMR102C	37C.8min	1	1	3335700	1197600	1188000	0.5215	0.1	0.9418
YMR102C	YMR102C	46C.4min	1	1	44760000	31331000	28017000	0.4893	0.175	0.8273
YMR102C	YMR102C	46C.8min	1	1	16408	29107	26519	0.5038	0.203	0.799
YMR105C	PGM2	30C.rep1	27	19	351530260	547468500	77086584.0000001	0.892	0.8547	0.9203
YMR105C	PGM2	30C.rep2	6	4	51447000	39373740	8203690	0.7972	0.647	0.8934
YMR105C	PGM2	30C.rep3	16	9	16803192	21978077	3116987.6	0.8955	0.7892	0.9538
YMR105C	PGM2	37C.8min	12	9	137091910	78236650	17171513	0.8958	0.7716	0.9583
YMR105C	PGM2	42C.8min	14	12	69434900	50954800	4420341	0.9103	0.8245	0.9558
YMR105C	PGM2	46C.2min	12	11	487130600	378632900	34174560	0.9152	0.8417	0.9563
YMR105C	PGM2	46C.4min	20	18	565361253	453694946	64161935	0.9076	0.868	0.9354
YMR105C	PGM2	46C.8min	16	12	39211190	118367830	12913100.9	0.9069	0.8721	0.932
YMR108W	ILV2	30C.rep1	37	19	474329590	646780323	90001460	0.8265	0.7799	0.8642
YMR108W	ILV2	30C.rep2	22	11	743995000	556406700	118198940	0.8649	0.8121	0.9044
YMR108W	ILV2	30C.rep3	12	10	23066711	16132410	1140579	0.8818	0.7373	0.9547
YMR108W	ILV2	37C.8min	16	11	356164600	177766900	42289120	0.9014	0.8029	0.9577
YMR108W	ILV2	42C.8min	7	5	72792500	31749400	4382146	0.8454	0.6246	0.9496
YMR108W	ILV2	46C.2min	19	13	802019000	677009200	203274210	0.7665	0.6497	0.8548
YMR108W	ILV2	46C.4min	40	17	694235390	555572310	188415822	0.744	0.6898	0.7933
YMR108W	ILV2	46C.8min	15	10	34582370	53067850	22740520	0.6988	0.6094	0.7731
YMR109W	MYO5	30C.rep1	7	6	18203320	38317700	9300550	0.6868	0.5483	0.8048
YMR109W	MYO5	30C.rep3	1	1	99772.0000000001	211510	65355	0.8249	0.2955	0.9863
YMR109W	MYO5	37C.8min	1	1	84963000	45235999.9999999	5451500	0.9137	0.3945	0.9962
YMR109W	MYO5	46C.2min	9	6	83463880	29936246	5772395.2	0.7499	0.5236	0.8882
YMR109W	MYO5	46C.4min	18	10	249929270	73776210	72695900	0.479	0.3784	0.584
YMR109W	MYO5	46C.8min	6	5	2219752	1270593	3775740	0.2481	0.155	0.3742
YMR110C	HFD1	30C.rep1	4	5	283906500	86903939.9999999	42494700	0.2668	0.1461	0.4404
YMR110C	HFD1	30C.rep2	0	1	NA	NA	NA	0.0234	0	0.352
YMR110C	HFD1	42C.8min	0	1	NA	NA	NA	0.3283	1e-04	0.964
YMR110C	HFD1	46C.2min	1	1	7274000	5963100	538080	0.8309	0.3059	0.9837
YMR110C	HFD1	46C.4min	4	2	12911570	1187235	12283940	0.039	0.0196	0.0796
YMR110C	HFD1	46C.8min	1	1	99940	19553	408140	0.0602	0.0167	0.2011
YMR111C	YMR111C	30C.rep2	1	1	2254800	1311100	342900	0.7954	0.4047	0.954
YMR111C	YMR111C	42C.8min	1	1	679870	31876	82781	0.0679	0.0078	0.503
YMR111C	YMR111C	46C.4min	1	1	8283500	3526500	2216500	0.5503	0.2023	0.8647
YMR113W	FOL3	30C.rep1	1	1	424630	1073100	155180	0.7729	0.4124	0.9446
YMR113W	FOL3	46C.4min	1	1	2850200	1111600	660540	0.5609	0.1954	0.8843
YMR114C	YMR114C	30C.rep1	4	1	18351400	23887900	12074600	0.5493	0.354	0.7412
YMR114C	YMR114C	42C.8min	1	1	1975800	2118200	1562200	0.553	0.1251	0.9193
YMR114C	YMR114C	46C.2min	1	1	593670000	595290000	300570000	0.5402	0.1456	0.9067
YMR114C	YMR114C	46C.4min	2	2	12294400	16651120	9548710	0.6076	0.3242	0.8442
YMR115W	MGR3	30C.rep1	0	1	NA	NA	NA	0.1561	5e-04	0.7226
YMR115W	MGR3	30C.rep3	1	1	3192000	320590	82916	0.3748	0.0394	0.9569
YMR115W	MGR3	42C.8min	1	1	3344800	101230	818040	0.0245	0.0026	0.2084
YMR115W	MGR3	46C.4min	2	2	7299500	1421300	10415300	0.1223	0.0429	0.3091
YMR116C	ASC1	30C.rep1	116	15	3254426034	6147390852	464513036.7	0.8519	0.8304	0.871
YMR116C	ASC1	30C.rep2	57	17	8177440440	7548501419	1631757346	0.8818	0.8532	0.9063
YMR116C	ASC1	30C.rep3	95	12	1601656844.7	876460576	62890383.3	0.8631	0.8088	0.905
YMR116C	ASC1	37C.8min	74	14	3503792785	1409221346	440251440	0.7998	0.7273	0.8597
YMR116C	ASC1	42C.8min	74	15	1999938776	1311054939	154566225.3	0.8533	0.8034	0.8951
YMR116C	ASC1	46C.2min	81	17	10239827250	8013806860	884591693	0.8397	0.7951	0.8756
YMR116C	ASC1	46C.4min	147	15	9226683780	8804211100	1171834257	0.881	0.8652	0.8954
YMR116C	ASC1	46C.8min	57	14	473256027.6	1483390078	180983473	0.8494	0.825	0.8709
YMR120C	ADE17	30C.rep1	11	10	70209030	113696900	7489592	0.9221	0.876	0.9522
YMR120C	ADE17	30C.rep2	0	2	NA	NA	NA	0.9103	0.3754	0.9999
YMR120C	ADE17	30C.rep3	6	5	22605590	17101290	2116633	0.8979	0.726	0.9715
YMR120C	ADE17	37C.8min	3	6	30513500	14436600	4301770	0.8233	0.5175	0.9654
YMR120C	ADE17	42C.8min	2	2	4061300	6543800	1525610	0.8092	0.4363	0.9596
YMR120C	ADE17	46C.2min	5	7	55023600	51623390	35747215	0.6609	0.4598	0.8349
YMR120C	ADE17	46C.4min	12	11	137505100	124374210	12802410	0.9206	0.8761	0.9509
YMR120C	ADE17	46C.8min	2	3	1876150	9444600	974110	0.8929	0.7635	0.9559
YMR121C	RPL15B	30C.rep1	1	1	72670000	109170000	12267000	0.8119	0.4518	0.9552
YMR121C	RPL15B	30C.rep2	2	1	341285500	648551999.999999	153460000	0.804	0.5856	0.9233
YMR121C	RPL15B	30C.rep3	1	1	2665500	2249200	261370	0.9114	0.4847	0.9962
YMR121C	RPL15B	42C.8min	1	1	149920	805120	26445	0.9486	0.6347	0.9965
YMR121C	RPL15B	46C.8min	1	1	6937300	14662000	3175600	0.9103	0.8087	0.9582
YMR122W-A	YMR122W-A	46C.2min	1	1	287600	119340	14238	0.7807	0.2234	0.9811
YMR124W	EPO1	30C.rep1	2	2	1195740	1607220	470430	0.6649	0.3747	0.8742
YMR124W	EPO1	46C.4min	2	2	2637900	1142160	2024800	0.31	0.1298	0.5848
YMR125W	STO1	30C.rep1	6	6	31490700	38037860	6874410	0.6728	0.5019	0.8085
YMR125W	STO1	37C.8min	2	3	2169680	1142540	436614	0.7648	0.3637	0.967
YMR125W	STO1	42C.8min	2	2	14218100	11393970	3519710	0.5353	0.1645	0.8857
YMR125W	STO1	46C.2min	8	4	72948490	67058850	18947380	0.7076	0.51	0.8563
YMR125W	STO1	46C.4min	11	7	135436800	127531600	40977800	0.7572	0.6491	0.839
YMR125W	STO1	46C.8min	3	3	3936440	7739050	4059390	0.6901	0.4971	0.8293
YMR128W	ECM16	30C.rep1	11	9	89908130	209461300	45897050	0.7371	0.6179	0.8284
YMR128W	ECM16	30C.rep3	2	3	2183590	2365220	1410860	0.823	0.4755	0.9716
YMR128W	ECM16	37C.8min	1	1	416880	483600	266380	0.7826	0.2682	0.98
YMR128W	ECM16	46C.4min	7	7	100064000	54460300	26325540	0.6878	0.5264	0.8116
YMR128W	ECM16	46C.8min	5	5	4613720	25519690	5184920	0.6666	0.5153	0.7861
YMR129W	POM152	30C.rep1	6	6	15571540	5778027	28002350	0.0825	0.0466	0.1423
YMR129W	POM152	46C.2min	2	3	5842800	700560	2190600	0.0885	0.0257	0.2819
YMR129W	POM152	46C.4min	10	10	37738700	13858330	43057100	0.0823	0.052	0.1276
YMR129W	POM152	46C.8min	3	3	987188	86915.5	640547	0.0686	0.0335	0.1394
YMR130W	YMR130W	30C.rep1	1	1	38383000	9014300	688600	0.874	0.5213	0.9766
YMR130W	YMR130W	46C.4min	1	1	5311500	5636300	3459300	0.5829	0.2346	0.8706
YMR131C	RRB1	30C.rep1	11	11	28997690	59183500	8375310	0.8446	0.7744	0.8981
YMR131C	RRB1	30C.rep2	6	6	55603700	29918900	8813700	0.8392	0.7166	0.9154
YMR131C	RRB1	30C.rep3	3	2	8981540	4029947	85610	0.9597	0.7243	0.9962
YMR131C	RRB1	37C.8min	3	3	30039800	10905700	19722320	0.569	0.2375	0.8636
YMR131C	RRB1	42C.8min	3	2	22064500	3289880	1251270	0.3213	0.0968	0.7475
YMR131C	RRB1	46C.2min	8	6	210603000	137134000	55201000	0.5352	0.3416	0.7376
YMR131C	RRB1	46C.4min	13	12	124739800	57813800	89761600	0.3987	0.2999	0.5109
YMR131C	RRB1	46C.8min	6	6	3266690	3784350	7442800	0.2974	0.1926	0.4322
YMR135C	GID8	30C.rep1	1	1	1776900	4362800	300210	0.8629	0.5357	0.9728
YMR135C	GID8	30C.rep3	1	1	493780	227570	35552	0.7803	0.1795	0.9899
YMR135C	GID8	37C.8min	1	1	2377300	777440	747130	0.5141	0.0924	0.95
YMR135C	GID8	42C.8min	1	1	433610	688519.999999999	64224	0.874	0.4038	0.9884
YMR135C	GID8	46C.4min	1	1	5824900	3241600	4155300	0.4014	0.1299	0.7714
YMR139W	RIM11	30C.rep1	0	2	NA	NA	NA	0.8716	0.3349	0.9997
YMR139W	RIM11	46C.8min	1	1	80307.9999999999	242970	58769	0.7571	0.4331	0.9251
YMR140W	SIP5	37C.8min	1	1	19793	40685	150320	0.5977	0.1537	0.936
YMR142C	RPL13B	30C.rep1	56	11	2197395347	3220325803	569441479.1	0.7618	0.7161	0.7997
YMR142C	RPL13B	30C.rep2	23	11	5538549330	4739084050	678984810	0.8862	0.8402	0.918
YMR142C	RPL13B	30C.rep3	32	7	425069400	268428791	20998797.9	0.8441	0.7409	0.9123
YMR142C	RPL13B	37C.8min	37	10	2934200905	1081136306	906862506	0.7103	0.5917	0.8103
YMR142C	RPL13B	42C.8min	45	10	3176138600	1937736120	214533217	0.7759	0.6897	0.8457
YMR142C	RPL13B	46C.2min	37	10	3960996000	3312517900	500991744	0.8054	0.728	0.8633
YMR142C	RPL13B	46C.4min	45	8	4008627628	4700673976	870586792.7	0.8503	0.8142	0.8796
YMR142C	RPL13B	46C.8min	40	9	747019458	1571565684	304154886.2	0.8346	0.7987	0.8646
YMR143W	RPS16A	30C.rep1	67	8	2717485683	4347963480	757834269.5	0.7884	0.7493	0.8218
YMR143W	RPS16A	30C.rep2	28	9	7385455390	4620193310	1877560615	0.7389	0.6615	0.8019
YMR143W	RPS16A	30C.rep3	43	10	1348107073	667674084.000001	37898289.75	0.8778	0.79	0.9329
YMR143W	RPS16A	37C.8min	32	10	2432295398	630248653	107285395	0.7782	0.665	0.8669
YMR143W	RPS16A	42C.8min	41	10	2664195250	1002243513	124164514	0.7666	0.6698	0.8402
YMR143W	RPS16A	46C.2min	39	10	2798594263	2020155600	344236190	0.7559	0.6669	0.8264
YMR143W	RPS16A	46C.4min	68	9	6185785261.4	5374200992.4	1544174771.1	0.7714	0.7312	0.806
YMR143W	RPS16A	46C.8min	40	10	846433071.6	2221608217	592513709.6	0.8054	0.7683	0.8378
YMR145C	NDE1	30C.rep1	15	12	134310390	17147774	250972000	0.0429	0.0296	0.0637
YMR145C	NDE1	30C.rep2	4	6	21734157	2142510	38560350	0.0673	0.0326	0.1354
YMR145C	NDE1	30C.rep3	1	2	655530	16462	279130	0.0111	0.0011	0.1187
YMR145C	NDE1	37C.8min	1	1	1009000	472390	533220	0.5551	0.1038	0.9462
YMR145C	NDE1	42C.8min	2	3	7244300	1224350	5451200	0.0992	0.0213	0.3635
YMR145C	NDE1	46C.2min	3	3	49027000	4743360	19907700	0.0665	0.023	0.188
YMR145C	NDE1	46C.4min	10	7	206345000	24933210	282422800	0.0693	0.0449	0.106
YMR145C	NDE1	46C.8min	2	2	1883850	3891275	2342760	0.3272	0.1524	0.583
YMR146C	TIF34	30C.rep1	33	17	140092610.8	221431730.5	33585208	0.776	0.719	0.8255
YMR146C	TIF34	30C.rep2	18	8	506843379	529551293	89854925	0.8617	0.7976	0.9071
YMR146C	TIF34	30C.rep3	31	15	53407088	36463410	6566579	0.7779	0.662	0.8719
YMR146C	TIF34	37C.8min	15	10	181593730	85530185	68107702	0.6789	0.507	0.8286
YMR146C	TIF34	42C.8min	17	9	70579370	26436135	15818481	0.2474	0.1518	0.3788
YMR146C	TIF34	46C.2min	15	10	331705800	253863730	124966170	0.5591	0.4159	0.6977
YMR146C	TIF34	46C.4min	28	14	727306890	404455930	482138610	0.4028	0.3313	0.4779
YMR146C	TIF34	46C.8min	13	11	15542140	7191982	34657090	0.135	0.0986	0.1856
YMR147W	YMR147W	30C.rep3	1	1	763700	214970000	50456000	0.9379	0.6855	0.993
YMR147W	YMR147W	46C.4min	1	1	2795600	459580	2332200	0.123	0.0322	0.4009
YMR149W	SWP1	30C.rep1	5	3	107077500	114354880	56714400	0.1748	0.0973	0.2983
YMR149W	SWP1	30C.rep2	1	1	37937000	2463900	28626000	0.0499	0.011	0.2029
YMR149W	SWP1	30C.rep3	3	2	8227700	752570	1337660	0.097	0.0235	0.3515
YMR149W	SWP1	37C.8min	4	2	33465300	4623280	10986580	0.2109	0.0721	0.5005
YMR149W	SWP1	42C.8min	0	1	NA	NA	NA	0.1727	1e-04	0.8922
